AcresBurned,AdminUnit,ArchiveYear,Counties,Extinguished,Fatalities,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,Started,WaterTenders,fire_duration,AdminUnitCleaned
310.0,CAL FIRE Tuolumne-Calaveras Unit,2016,Calaveras,2016-07-08 19:32:00+00:00,,38.02845,-120.61153,False,Appaloosa Fire,,2016-07-02 14:55:00+00:00,,6.192361111111111,tuolumneaveras
304.0,USFS Sequoia National Forest,2016,Kern,2016-08-28 18:50:00+00:00,,35.4976,-118.5097,False,Havilah Fire,,2016-08-28 18:50:00+00:00,,0.0,sequoia
300.0,Beale Air Force Base,2016,Sutter,2016-09-20 18:00:00+00:00,,39.188321,-121.78003,False,Butte Fire,,2016-09-20 09:30:00+00:00,,0.3541666666666667,bealeairforcebase
278.0,CAL FIRE Fresno-Kings Unit,2016,Fresno,2016-05-25 08:00:00+00:00,,36.88286,-119.654,False,DeWolf Fire,,2016-05-25 01:03:00+00:00,,0.28958333333333336,fresnokings
277.0,CAL FIRE Sonoma-Lake-Napa Unit,2016,Yolo,2016-06-27 06:15:00+00:00,,38.69971,-122.15457,False,Creek Fire,,2016-06-26 15:45:00+00:00,,0.6041666666666666,sonomalakenapa
248.0,US Forest Service - Plumas NF,2016,Plumas,2016-10-06 17:15:00+00:00,,39.92,-121.32,False,Tobin Fire,,2016-09-26 13:23:00+00:00,,10.161111111111111,plumasnf
221.0,Kern County Fire / Sequoia National Forest ,2016,Kern,2016-07-14 12:00:00+00:00,,35.68313,-118.21793,False,Onyx Fire,,2016-07-13 17:08:00+00:00,,0.7861111111111111,kernsequoia
215.0,Vandenberg Air Force Base,2016,Santa Barbara,2016-09-27 14:00:00+00:00,,34.75134,-120.55297,False,Washington Fire,,2016-09-22 14:20:00+00:00,,4.986111111111111,venbergairforcebase
215.0,CAL FIRE Sonoma-Lake-Napa Unit,2016,Lake,2016-06-28 20:00:00+00:00,,39.12366,-122.50373,True,Reservoir Fire,350.0,2016-06-26 16:00:00+00:00,2.0,2.1666666666666665,sonomalakenapa
211.0,CAL FIRE Santa Clara Unit,2016,Alameda,2016-06-26 07:00:00+00:00,,37.74369,-121.58677,False,Grant Fire,,2016-06-25 16:11:00+00:00,,0.6173611111111111,santaclara
210.0,CAL FIRE Amador El-Dorado Unit,2016,Amador,2016-06-21 18:30:00+00:00,,38.26874,-120.90265,True,Camanche Fire,,2016-06-17 14:54:00+00:00,,4.15,amadoreldorado
188.0,CAL FIRE Fresno County Fire,2016,Fresno,2016-07-13 17:30:00+00:00,,36.92244,-119.39619,False,Big Fire,,2016-07-11 14:30:00+00:00,,2.125,fresno
176.0,CAL FIRE Amador- El Dorado Unit / USFS El Dorado National Forest / Lake Valley Fire,2016,El Dorado,2016-10-17 11:45:00+00:00,,38.93449,-120.10744,True,Emerald Fire,,2016-10-14 01:28:00+00:00,,3.428472222222222,amadoreldoradoeldoradolakevalley
169.0,CAL FIRE Nevada-Yuba-Placer Unit,2016,Placer,2016-05-19 18:00:00+00:00,,38.8390117,-121.3090268,False,Athens Fire,,2016-05-17 15:06:00+00:00,,2.120833333333333,nevadayubaplacer
158.0,CAL FIRE / Fresno County Fire,2016,Fresno,2016-09-06 18:15:00+00:00,,36.84479,-119.34487,True,Sunny Fire,,2016-09-03 14:44:00+00:00,,3.1465277777777776,fresno
156.0,LA County Fire Department/Angeles National Forest,2016,Los Angeles,2016-05-25 18:45:00+00:00,,34.276,-118.354,False,Wheatland Fire,,2016-05-23 14:15:00+00:00,,2.1875,laangeles
150.0,Stanislaus National Forest,2016,Del Norte,2016-09-17 18:00:00+00:00,,37.75972,-120.029626,False,Old Fire,,2016-09-13 13:55:00+00:00,,4.170138888888889,stanisla
150.0,Cleveland National Forest,2016,Orange,2016-09-05 06:55:00+00:00,,33.6542,-117.5221,False,Holy Fire,,2016-08-31 04:10:00+00:00,,5.114583333333333,clevel
150.0,CAL FIRE San Luis Obispo Unit,2016,San Luis Obispo,2016-05-10 18:45:00+00:00,,35.61961,-120.39993,False,Shedd Fire,,2016-05-10 16:11:00+00:00,,0.10694444444444444,sanluisobispo
147.0,CAL FIRE Santa Clara Unit,2016,San Joaquin,2016-08-20 18:45:00+00:00,,37.62215,-121.36665,False,Bird Fire,,2016-08-20 08:35:00+00:00,,0.4236111111111111,santaclara
145.0,CAL FIRE Fresno-Kings Unit,2016,Fresno,2016-07-07 19:00:00+00:00,,36.14161,-120.62048,False,Frame Fire,,2016-07-04 17:15:00+00:00,,3.0729166666666665,fresnokings
139.0,CAL FIRE Riverside County Fire,2016,Riverside,2016-06-07 18:15:00+00:00,,33.476894,-117.140883,True,Temecula Fire,,2016-06-04 11:40:00+00:00,,3.2743055555555554,riverside
138.0,Kern County Fire,2016,Kern,2016-07-16 07:40:00+00:00,,35.60748,-118.94811,False,Famoso Fire,,2016-07-15 23:55:00+00:00,,0.3229166666666667,kern
132.0,CAL FIRE Fresno-Kings Unit,2016,Fresno,2016-05-17 19:10:00+00:00,,36.78769,-119.38248,False,Avocado Fire,,2016-05-15 16:38:00+00:00,,2.1055555555555556,fresnokings
130.0,CAL FIRE Butte Unit,2016,Butte,2016-09-23 10:30:00+00:00,,39.4403,-121.42647,False,Bangor Fire,,2016-09-22 11:45:00+00:00,,0.9479166666666666,butte
123.0,CAL FIRE Fresno County Fire,2016,Fresno,2016-07-16 18:00:00+00:00,,37.0099,-119.5792,True,Green Fire,,2016-07-15 16:45:00+00:00,,1.0520833333333333,fresno
120.0,CAL FIRE Santa Clara Unit,2016,Stanislaus,2016-06-09 17:10:00+00:00,,37.17072,-121.42238,False,Coe Fire,,2016-06-07 16:30:00+00:00,,2.0277777777777777,santaclara
114.0,CAL FIRE Santa Clara Unit,2016,Santa Clara,2016-07-31 18:30:00+00:00,,37.41896,-121.79669,False,Sierra Fire,,2016-07-30 17:25:00+00:00,,1.0451388888888888,santaclara
112.0,CAL FIRE Butte Unit,2016,Butte,2016-06-20 19:50:00+00:00,,39.595,-121.6008,False,Coal Fire,,2016-06-20 16:38:00+00:00,,0.13333333333333333,butte
103.0,CAL FIRE Madera-Mariposa-Merced Unit,2016,Madera,2016-07-06 20:00:00+00:00,,37.25601,-119.65776,False,Broken Fire,,2016-07-04 11:53:00+00:00,,2.3381944444444445,maderamariposamerced
100.0,CAL FIRE Shasta-Trinity Unit,2016,Shasta,2016-09-25 13:15:00+00:00,,40.0,-121.93923,False,Cow Fire,,2016-09-25 07:15:00+00:00,,0.25,shastatrinity
100.0,Kern County Fire,2016,Kern,2016-08-07 20:15:00+00:00,,35.24504,-118.60344,False,Hart Fire,,2016-08-04 17:10:00+00:00,,3.1284722222222223,kern
100.0,CAL FIRE San Benito-Monterey Unit,2016,Monterey,2016-07-23 08:45:00+00:00,,35.85093,-120.81081,False,Bradley Fire,,2016-07-22 15:15:00+00:00,,0.7291666666666666,sanbenitomonterey
100.0,CAL FIRE San Diego,2016,San Diego,2016-07-20 13:45:00+00:00,,32.9612,-116.7945,False,Feather Fire,,2016-07-18 13:08:00+00:00,,2.0256944444444445,sandiego
91.0,CAL FIRE Butte Unit,2016,Butte,2016-05-27 17:00:00+00:00,,39.33035,-121.78973,False,Dunstone Fire,,2016-05-27 13:43:00+00:00,,0.13680555555555557,butte
88.0,CAL FIRE Butte Unit,2016,Butte,2016-08-30 18:40:00+00:00,,39.79547,-121.71662,True,Santos Fire,,2016-08-26 15:30:00+00:00,,4.131944444444445,butte
88.0,CAL FIRE Tehama-Glen Unit,2016,Tehama,2016-07-01 17:45:00+00:00,,40.07846,-122.2071,False,Flores Fire,,2016-07-01 13:54:00+00:00,,0.16041666666666668,tehamaglen
88.0,CAL FIRE Nevada Yuba Placer Unit,2016,Placer,2016-06-21 15:45:00+00:00,,38.86804,-121.37704,False,Moore Fire,,2016-06-21 12:24:00+00:00,,0.13958333333333334,nevadayubaplacer
87.0,CAL FIRE Amador-Eldorado Unit,2016,Sacramento,2016-07-11 06:35:00+00:00,,38.517772,-121.103642,False,Scott Fire,,2016-07-10 15:30:00+00:00,,0.6284722222222222,amadoreldorado
86.0,CAL FIRE San Luis Obispo Unit,2016,San Luis Obispo,2016-06-29 17:00:00+00:00,,35.70821,-120.82266,False,Frazier Fire,,2016-06-27 12:07:00+00:00,,2.203472222222222,sanluisobispo
85.0,CAL FIRE Madera-Mariposa-Merced Unit,2016,Madera,2016-08-06 19:50:00+00:00,,37.3228,-119.7738,False,Grub Fire,,2016-08-04 14:13:00+00:00,,2.234027777777778,maderamariposamerced
85.0,CAL FIRE Tuolumne-Calaveras Unit,2016,Tuolumne,2016-06-01 19:45:00+00:00,,37.927613,-120.528836,True,Tulloch Fire,,2016-05-30 15:10:00+00:00,,2.1909722222222223,tuolumneaveras
84.0,CAL FIRE Sonoma-Lake-Napa Unit,2016,Yolo,2016-07-15 15:40:00+00:00,,38.8866,-122.04726,False,Dunnigan Fire,,2016-07-15 14:00:00+00:00,,0.06944444444444445,sonomalakenapa
83.0,CAL FIRE San Benito Monterey Unit,2016,San Benito,2016-06-12 15:45:00+00:00,,36.49914,-121.04993,False,Old Fire,,2016-06-12 12:45:00+00:00,,0.125,sanbenitomonterey
80.0,CAL FIRE Tehama-Glenn Unit,2016,Tehama,2016-08-04 07:50:00+00:00,,40.19611,-122.26736,False,Baker Fire,,2016-08-03 17:27:00+00:00,,0.5993055555555555,tehamaglenn
80.0,CAL FIRE Tehama Glenn Unit,2016,Tehama,2016-06-11 16:15:00+00:00,,39.7947,-121.857,False,Hoag Fire,,2016-06-11 14:30:00+00:00,,0.07291666666666667,tehamaglenn
78.0,Ventura County Fire Department,2016,Ventura,2016-07-15 14:00:00+00:00,,36.92244,-119.39619,False,Sherwood Fire,,2016-07-13 15:52:00+00:00,,1.9222222222222223,ventura
75.0,CAL FIRE Shasta-Trinity Unit / Shasta Lake City Fire Department,2016,Shasta,2016-09-12 19:00:00+00:00,,40.68192,-122.4096,False,Lake Fire,,2016-09-10 15:45:00+00:00,,2.1354166666666665,shastatrinityshastalake
70.0,CAL FIRE Fresno-Kings unit,2016,Fresno,2016-09-24 20:00:00+00:00,,36.6543,-119.5327,False,Newmark Fire,,2016-09-23 12:40:00+00:00,,1.3055555555555556,fresnokings
70.0,CAL FIRE San Benito-Monterey Unit,2016,Monterey,2016-06-20 18:15:00+00:00,,36.2833,-121.3306,False,Arroyo Fire,,2016-06-18 16:47:00+00:00,,2.061111111111111,sanbenitomonterey
70.0,CAL FIRE San Diego Unit,2016,San Diego,2016-06-07 06:45:00+00:00,,33.41639,-117.08829,True,Pala Fire,250.0,2016-05-31 13:48:00+00:00,,6.70625,sandiego
69.0,CAL FIRE Sonoma-Lake-Napa Unit,2016,Lake,2016-07-22 18:15:00+00:00,,39.0863,-122.7891,True,Foothill Fire,14.0,2016-07-19 17:16:00+00:00,,3.0409722222222224,sonomalakenapa
65.0,CAL FIRE Sonoma-Lake-Napa Unit,2016,Napa,2016-10-12 18:00:00+00:00,,38.40958,-122.43172,True,Creek Fire,86.0,2016-10-10 16:13:00+00:00,2.0,2.0743055555555556,sonomalakenapa
61.0,Kern County Fire Department,2016,Kern,2016-06-12 12:30:00+00:00,,35.77135,-120.251,False,Cotton Fire,,2016-06-11 15:04:00+00:00,,0.8930555555555556,kern
57.0,CAL FIRE Sonoma-Lake-Napa Unit/Vacaville Fire Department,2016,Solano,2016-07-22 16:07:00+00:00,,38.33475,-122.02564,False,Oak Fire,,2016-07-22 13:01:00+00:00,,0.12916666666666668,sonomalakenapavacaville
57.0,CAL FIRE Tuolumne-Calaveras Unit,2016,Calaveras,2016-07-22 19:00:00+00:00,,37.98171,-120.64241,True,Baker Fire,,2016-07-21 15:06:00+00:00,,1.1625,tuolumneaveras
52.0,CAL FIRE San Benito-Monterey Unit,2016,Monterey,2016-06-24 18:20:00+00:00,,36.1934,-120.9293,False,Lowe Fire,,2016-06-23 17:57:00+00:00,,1.0159722222222223,sanbenitomonterey
50.0,CAL FIRE Mendocino Unit,2016,Mendocino,2016-09-15 09:10:00+00:00,,39.7299,-123.5044,False,Ruff Fire ,,2016-09-10 14:06:00+00:00,,4.794444444444444,mendocino
50.0,San Bernardino County Fire ,2016,San Bernardino,2016-09-09 06:00:00+00:00,,34.3183,-117.3189,False,Spring Fire,,2016-09-07 16:53:00+00:00,,1.5465277777777777,sanbernardino
50.0,CAL FIRE Amador-El Dorado Unit,2016,El Dorado,2016-07-23 18:00:00+00:00,,38.79549,-121.00299,True,Storksbill Fire,,2016-07-22 13:15:00+00:00,,1.1979166666666667,amadoreldorado
49.0,CAL FIRE Butte County Fire,2016,Butte,2016-06-21 16:30:00+00:00,,39.43351,-121.6051,False,70 Fire,,2016-06-21 15:09:00+00:00,,0.05625,butte
47.0,CAL FIRE Nevada-Yuba-Placer Unit / Grass Valley Fire Department,2016,Nevada,2016-09-20 18:00:00+00:00,,39.20427,-121.05948,False,Auburn Fire,,2016-09-17 13:40:00+00:00,,3.1805555555555554,nevadayubaplacergrassvalley
47.0,Orange County Fire Authority,2016,Orange,2016-06-29 18:30:00+00:00,,33.57872,-117.77395,False,Laguna Fire,,2016-06-26 13:10:00+00:00,,3.2222222222222223,orangeauthority
45.0,CAL FIRE Amador-El Dorado Unit,2016,Amador,2016-09-25 17:45:00+00:00,,38.5212,-120.8416,True,Bell Fire,150.0,2016-09-23 13:12:00+00:00,3.0,2.189583333333333,amadoreldorado
45.0,CAL FIRE Sonoma-Lake-Napa Unit,2016,Lake,2016-08-10 17:00:00+00:00,,36.09974,-120.51057,False,Kugelman Fire,,2016-08-09 17:30:00+00:00,,0.9791666666666666,sonomalakenapa
45.0,Ventura County Fire,2016,Ventura,2016-07-01 19:50:00+00:00,,34.27619,-118.63264,False,Kuehner Fire,,2016-07-01 14:00:00+00:00,,0.24305555555555555,ventura
43.0,CAL FIRE Tehama-Glenn Unit,2016,Tehama,2016-06-21 13:00:00+00:00,,39.93965,-122.40142,False,Paskenta Fire,,2016-06-21 10:26:00+00:00,,0.10694444444444444,tehamaglenn
40.0,CAL FIRE Amador- El Dorado Unit / Sac Metro Fire,2016,Sacramento,2016-09-12 19:00:00+00:00,,38.558,-121.1309,False,Boys Fire,,2016-09-11 11:25:00+00:00,,1.3159722222222223,amadoreldoradosacmetro
40.0,CAL FIRE Santa Clara Unit,2016,Contra Costa,2016-07-24 19:00:00+00:00,,38.01264,-122.1885,False,Franklin Fire,,2016-07-24 16:30:00+00:00,,0.10416666666666667,santaclara
38.0,CAL FIRE Madera-Mariposa-Merced Unit,2016,Madera,2016-07-31 18:55:00+00:00,,37.24006,-119.4741,False,Fork Fire,,2016-07-29 17:55:00+00:00,,2.0416666666666665,maderamariposamerced
36.0,CAL FIRE Mendocino Unit,2016,Mendocino,2016-08-31 07:15:00+00:00,,39.8748511,-123.4267011,False,Mina Fire,,2016-08-30 13:35:00+00:00,,0.7361111111111112,mendocino
36.0,CAL FIRE Sonoma-Lake-Napa Unit,2016,Lake,2016-08-10 17:00:00+00:00,,38.68403,-122.26015,False,Knoxville Fire,,2016-08-09 18:50:00+00:00,,0.9236111111111112,sonomalakenapa
35.0,CAL FIRE San Diego Unit,2016,San Diego,2016-08-11 18:30:00+00:00,,33.22558,-117.14547,False,Gopher Fire,,2016-08-10 09:14:00+00:00,,1.386111111111111,sandiego
35.0,CAL FIRE Shasta-Trinity Unit,2016,Shasta,2016-08-10 17:00:00+00:00,,40.61213,-122.47091,False,Mountain Fire,,2016-08-09 12:14:00+00:00,,1.198611111111111,shastatrinity
35.0,CAL FIRE Tuolumne Calaveras Unit,2016,Calaveras,2016-07-13 19:00:00+00:00,,37.96311,-120.67335,False,Stagecoach Fire,,2016-07-12 15:19:00+00:00,,1.1534722222222222,tuolumneaveras
33.0,CAL FIRE Tuolumne-Calaveras Unit,2016,Calaveras,2016-06-30 07:00:00+00:00,,38.22017,-120.8678,False,Campo Fire,,2016-06-27 18:00:00+00:00,,2.5416666666666665,tuolumneaveras
32.0,CAL FIRE Siskiyou Unit,2016,Siskiyou,2016-09-13 18:30:00+00:00,,41.6314,-122.7933,False,Moffett Fire,,2016-09-12 16:28:00+00:00,,1.0847222222222221,siskiyou
32.0,CAL FIRE Tuolumne-Calaveras unit,2016,Tuolumne,2016-08-01 08:05:00+00:00,,37.81434,-120.69521,False,Frymire Fire,,2016-07-30 17:25:00+00:00,,1.6111111111111112,tuolumneaveras
32.0,CAL FIRE Amador El-Dorado,2016,Sacramento,2016-06-03 19:55:00+00:00,,38.3131,-121.06452,False,Clay Fire,,2016-06-03 16:57:00+00:00,,0.12361111111111112,amadoreldorado
30.0,CAL FIRE Butte Unit,2016,Butte,2016-09-19 18:30:00+00:00,,39.8851,-121.6998,False,Old Fire,,2016-09-16 23:28:00+00:00,,2.7930555555555556,butte
30.0,CAL FIRE San Bernardino Unit,2016,Inyo,2016-07-02 20:00:00+00:00,,36.58972,-118.15589,False,Lone Pine Fire,,2016-07-01 12:56:00+00:00,,1.2944444444444445,sanbernardino
30.0,CAL FIRE Butte Unit,2016,Butte,2016-05-29 19:53:00+00:00,,39.624017,-121.595093,True,70 Fire,42.0,2016-05-29 16:51:00+00:00,2.0,0.12638888888888888,butte
30.0,CAL FIRE Madera-Mariposa-Merced Unit,2016,Merced,2016-04-24 15:30:00+00:00,,37.2171,-121.08036,False,Taglio Fire,,2016-04-24 11:10:00+00:00,,0.18055555555555555,maderamariposamerced
28.0,CAL FIRE San Diego Unit,2016,San Diego,2016-11-14 18:00:00+00:00,,33.254355,-117.158475,False,Gopher Fire,,2016-11-13 11:14:00+00:00,,1.2819444444444446,sandiego
28.0,CAL FIRE San Diego Unit,2016,San Diego,2016-07-24 14:30:00+00:00,,33.00056,-116.9571,True,Rock Fire,,2016-07-22 14:47:00+00:00,,1.9881944444444444,sandiego
26.0,CAL FIRE Amador - El Dorado Unit,2016,Amador,2016-08-06 10:06:00+00:00,,38.2581,-120.8657,True,Deer Fire,,2016-08-05 13:49:00+00:00,3.0,0.8451388888888889,amadoreldorado
26.0,CAL FIRE Siskiyou Unit,2016,Siskiyou,2016-07-20 09:00:00+00:00,,41.96191,-122.59328,False,Bailey Fire,,2016-07-19 14:09:00+00:00,,0.7854166666666667,siskiyou
25.0,CAL FIRE Santa Clara Unit,2016,Santa Clara,2016-09-02 06:55:00+00:00,,37.11831,-121.69784,False,Oak Fire,,2016-09-01 14:36:00+00:00,,0.6798611111111111,santaclara
25.0,CAL FIRE Santa Clara Unit,2016,Santa Clara,2016-08-14 19:50:00+00:00,,37.06531,-121.68577,False,Oak Fire,,2016-08-12 16:00:00+00:00,,2.1597222222222223,santaclara
25.0,CAL FIRE Amador El-Dorado,2016,El Dorado,2016-06-04 15:30:00+00:00,,38.64107,-120.6955,True,Aukum Fire,,2016-06-03 12:41:00+00:00,,1.117361111111111,amadoreldorado
25.0,CAL FIRE San Benito-Monterey Unit,2016,Monterey,2016-05-12 20:45:00+00:00,,35.8378273,-121.0381507,False,Bryson Fire,,2016-05-12 14:13:00+00:00,,0.2722222222222222,sanbenitomonterey
24.0,CAL FIRE Shasta Trinity Unit,2016,Shasta,2016-06-12 15:00:00+00:00,,40.61388,-122.46777,False,Keswick Fire,,2016-06-11 16:02:00+00:00,,0.9569444444444445,shastatrinity
23.0,CAL FIRE Humboldt-Del Norte,2016,Humboldt,2016-08-16 08:45:00+00:00,,40.4572,-124.05804,False,Stafford Fire,,2016-08-11 14:57:00+00:00,,4.741666666666666,humboldtdelnorte
23.0,CAL FIRE Siskiyou Unit,2016,Siskiyou,2016-07-22 12:00:00+00:00,,41.71847,-122.36924,False,Table Fire,,2016-07-21 20:30:00+00:00,,0.6458333333333334,siskiyou
21.0,CAL FIRE Humboldt-Del Norte,2016,Humboldt,2016-08-19 08:30:00+00:00,,40.9878,-123.77832,False,Summit Fire,,2016-08-12 17:23:00+00:00,,6.629861111111111,humboldtdelnorte
20.0,San Bernardino National Forest,2016,San Bernardino,2016-09-04 18:55:00+00:00,,34.25858,-117.4415,False,Ken Fire,,2016-09-03 21:51:00+00:00,,0.8777777777777778,sanbernardino
20.0,CAL FIRE Sonoma-Lake-Napa Unit,2016,Lake,2016-08-31 07:05:00+00:00,,39.1408865,-122.9148951,False,Mockingbird Fire,,2016-08-30 16:54:00+00:00,,0.5909722222222222,sonomalakenapa
15.0,Ventura County Fire,2016,Ventura,2016-07-12 10:30:00+00:00,,33.11645,-116.58542,False,Shelter Fire,,2016-07-11 12:58:00+00:00,,0.8972222222222223,ventura
10.0,Sequoia National Forest,2016,Tulare,2016-12-19 13:30:00+00:00,,36.217,-118.551,False,Jacobson Fire,,2016-10-20 17:00:00+00:00,,59.854166666666664,sequoia
0.0,Stanislaus National Forest,2016,Alpine,2016-08-30 12:05:00+00:00,,38.57554,-120.00606,False,Mokelumne Fire,,2016-08-18 12:05:00+00:00,,12.0,stanisla
0.0,Bureau of Land Management ,2016,San Luis Obispo,2016-06-19 08:30:00+00:00,,35.01382,-119.58206,False,Soda Fire,,2016-06-04 17:46:00+00:00,,14.613888888888889,bureaulmanagement
0.0,Bureau of Land Management,2016,Tulare,2016-06-19 18:00:00+00:00,,35.84883,-118.08591,False,Chimney Fire,,2016-06-01 15:35:00+00:00,,18.100694444444443,bureaulmanagement
0.0,Los Angeles County Fire,2016,Los Angeles,2016-04-19 15:30:00+00:00,,34.6888731,-118.7892593,False,Gorman Fire,,2016-04-19 13:09:00+00:00,,0.09791666666666667,la
281893.0,US Forest Service - Los Padres National Forest ,2017,Santa Barbara,2019-03-14 11:24:00+00:00,,34.41521,-119.09124,True,Thomas Fire,,2017-12-04 18:28:00+00:00,,464.7055555555556,lospadres
281893.0,US Forest Service - Los Padres National Forest ,2017,Ventura,2019-03-14 11:24:00+00:00,,34.41521,-119.09124,True,Thomas Fire,,2017-12-04 18:28:00+00:00,,464.7055555555556,lospadres
83733.0,Bureau of Land Management,2017,Lassen,2018-01-09 11:52:00+00:00,,40.07045,-120.14013,False,Long Valley Fire,,2017-07-11 14:15:00+00:00,,181.90069444444444,bureaulmanagement
81826.0,CAL FIRE Madera-Mariposa-Merced Unit,2017,Mariposa,2018-01-09 11:57:00+00:00,,37.61757,-120.21321,True,Detwiler Fire,,2017-07-16 15:56:00+00:00,,176.83402777777778,maderamariposamerced
78698.0,Klamath National Forest,2017,Siskiyou,2018-01-09 12:43:00+00:00,,41.841,-123.474,False,Eclipse Complex,,2017-08-15 07:55:00+00:00,,147.2,klamath
56556.0,CAL FIRE Sonoma-Lake-Napa Unit,2017,Napa,2018-02-09 09:30:00+00:00,3.0,38.4041,-122.5209,True,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),,2017-10-08 22:00:00+00:00,,123.47916666666667,sonomalakenapa
56556.0,CAL FIRE Sonoma-Lake-Napa Unit,2017,Sonoma,2018-02-09 09:30:00+00:00,3.0,38.4041,-122.5209,True,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),,2017-10-08 22:00:00+00:00,,123.47916666666667,sonomalakenapa
51624.0,CAL FIRE Sonoma-Lake-Napa Unit,2017,Napa,2018-02-09 09:37:00+00:00,6.0,38.39206,-122.24367,True,Atlas Fire (Southern LNU Complex),,2017-10-08 21:52:00+00:00,,123.48958333333333,sonomalakenapa
51624.0,CAL FIRE Sonoma-Lake-Napa Unit,2017,Solano,2018-02-09 09:37:00+00:00,6.0,38.39206,-122.24367,True,Atlas Fire (Southern LNU Complex),,2017-10-08 21:52:00+00:00,,123.48958333333333,sonomalakenapa
48889.0,CAL FIRE Fresno-Kings Unit,2017,Kings,2018-01-09 11:51:00+00:00,,35.93273,-120.20014,True,Garza Fire,,2017-07-09 15:10:00+00:00,,183.86180555555555,fresnokings
39715.0,Rogue River-Siskiyou National Forest,2017,Siskiyou,2018-01-09 12:42:00+00:00,,42.039,-123.218,False,Miller Complex,,2017-08-14 14:00:00+00:00,,147.94583333333333,rogueriversiskiyou
36807.0,CAL FIRE Sonoma-Lake-Napa Unit,2017,Napa,2018-02-09 09:27:00+00:00,22.0,38.60895,-122.62879,True,Tubbs Fire (Central LNU Complex),,2017-10-08 21:45:00+00:00,,123.4875,sonomalakenapa
36807.0,CAL FIRE Sonoma-Lake-Napa Unit,2017,Sonoma,2018-02-09 09:27:00+00:00,22.0,38.60895,-122.62879,True,Tubbs Fire (Central LNU Complex),,2017-10-08 21:45:00+00:00,,123.4875,sonomalakenapa
36556.0,CAL FIRE Tulare Unit / USFS - Sequoia National Forest,2017,Tulare,2018-01-09 12:47:00+00:00,,36.15356,-118.74103,True,Pier Fire,1728.0,2017-08-29 08:29:00+00:00,27.0,133.17916666666667,tularesequoia
36523.0,CAL FIRE Mendocinio Unit,2017,Mendocino,2018-02-09 08:56:00+00:00,9.0,39.24873,-123.16635,True,Redwood Valley Fire (Mendocino Lake Complex),,2017-10-08 23:36:00+00:00,,123.38888888888889,mendocinio
28687.0,Unified Command: CAL FIRE San Luis Obispo Unit / Santa Barbara County / Los Padres National Forest,2017,San Luis Obispo,2018-01-09 11:46:00+00:00,,35.0179,-120.3223,True,Alamo Fire,153.0,2017-07-06 15:44:00+00:00,9.0,186.8347222222222,sanluisobisposantabarbaralospadres
27276.0,Six Rivers National Forest,2017,Siskiyou,2018-01-09 12:07:00+00:00,,41.59,-123.501,False,Orleans Complex,,2017-07-26 18:00:00+00:00,,166.7548611111111,sixrivers
21846.0,Shasta-Trinity National Forest,2017,Trinity,2018-01-09 12:49:00+00:00,,40.76025,-123.10003,False,Helena - Fork Fire,,2017-08-30 18:00:00+00:00,,131.78402777777777,shastatrinity
18900.0,USFS - Sequoia National Forest,2017,Tulare,2018-01-09 13:27:00+00:00,,36.27138,-118.48555,False,Lion Fire,,2017-09-27 14:00:00+00:00,,103.97708333333334,sequoia
18618.0,BLM Northern California District ,2017,Lassen,2018-01-09 12:48:00+00:00,,40.69573,-119.93499,False,R-4 Fire,,2017-08-30 08:30:00+00:00,,132.17916666666667,blmnorrn
18430.0,Los Padres National Forest,2017,Santa Barbara,2018-01-09 11:49:00+00:00,,34.55096,-119.9494,False,Whittier Fire,,2017-07-08 13:43:00+00:00,,184.92083333333332,lospadres
17357.0,CAL FIRE Sonoma-Lake-Napa Unit,2017,Sonoma,2018-02-09 09:32:00+00:00,,38.76549,-122.90939,True,Pocket Fire (Central LNU Complex),,2017-10-09 03:30:00+00:00,,123.25138888888888,sonomalakenapa
15619.0,Angeles National Forest,2017,Los Angeles,2018-08-06 10:52:00+00:00,,34.31283,-118.35863,True,Creek Fire,,2017-12-05 03:44:00+00:00,,244.29722222222222,angeles
13417.0,Shasta Trinity National Forest,2017,Trinity,2018-01-09 13:21:00+00:00,,40.2275,-123.03583,False,Buck Fire,,2017-09-12 17:42:00+00:00,,118.81875,shastatrinity
12407.0,USFS - Sierra National Forest,2017,Madera,2018-01-09 12:46:00+00:00,,37.44663,-119.64622,False,Railroad Fire,,2017-08-29 12:19:00+00:00,,133.01875,sierra
10343.0,CAL FIRE/Fresno County Fire,2017,Fresno,2018-01-09 10:04:00+00:00,,36.12089,-120.37116,True,Elm Fire,432.0,2017-05-18 13:11:00+00:00,,235.8701388888889,fresno
9989.0,CAL FIRE Nevada-Yuba-Placer Unit,2017,Yuba,2018-02-09 09:39:00+00:00,4.0,39.32198,-121.4021,True,Cascade Fire (Wind Complex),,2017-10-08 23:03:00+00:00,,123.44166666666666,nevadayubaplacer
9217.0,"Unified Command: CAL FIRE, Orange County, Anaheim City and Orange City",2017,Orange,2018-04-05 10:47:00+00:00,,33.87041,-117.70975,True,Canyon 2 Fire,677.0,2017-10-09 09:51:00+00:00,1.0,178.0388888888889,",orange,anaheimorange"
